Number_1,Number_2,Number_3,Number_4,Number_5,Number_6,Number_7
85,26,79,70,23,54,15
17,99,49,60,82,84,94
80,73,42,4,1,91,62
55,93,29,85,57,53,97
77,36,19,35,15,58,16
75,18,46,10,85,71,89
30,88,34,46,77,79,12
68,30,14,29,92,42,51
22,78,57,43,39,55,53
24,35,77,21,16,5,57
6,28,50,51,38,36,76
33,71,72,77,84,66,85
69,74,11,41,71,27,70
60,40,37,90,42,6,89
52,24,15,16,97,51,63
50,49,77,13,39,33,13
39,75,41,22,23,50,44
8,91,95,94,5,49,79
27,66,48,30,52,82,70
2,59,17,46,43,69,87
76,32,98,70,19,56,49
69,63,12,66,46,67,42
54,13,19,40,10,72,84
1,40,68,30,83,17,56
69,87,43,78,72,6,33
5,33,80,50,38,37,82
23,81,6,33,60,7,77
8,87,88,82,25,9,28
27,83,64,66,25,59,60
32,73,70,89,11,55,34
78,20,6,16,47,72,37
18,26,47,59,16,70,50
77,26,6,41,66,46,9
95,48,24,23,78,30,92
34,6,68,34,24,63,32
62,50,79,81,22,14,69
52,95,4,63,96,53,45
65,4,42,26,11,32,28
18,68,34,78,51,28,84
27,49,71,50,12,71,81
43,67,83,46,47,71,49
74,78,60,35,36,7,69
22,12,95,70,8,28,12
85,13,64,25,24,83,68
76,47,12,97,45,43,87
43,76,75,35,83,2,71
73,30,20,73,94,14,80
51,13,93,88,32,19,85
14,27,4,80,11,60,7
29,84,44,35,32,84,46
99,56,98,90,97,57,3
78,26,39,81,15,6,66
82,95,26,83,83,71,16
65,71,82,2,4,52,10
37,18,97,75,55,21,33
53,47,89,9,51,34,35
20,32,6,85,38,20,60
51,37,61,11,98,22,84
56,55,74,43,64,29,2
16,6,87,90,28,29,57
43,43,79,12,61,8,96
95,17,65,33,55,50,57
98,32,29,82,20,4,37
49,93,26,81,23,18,26
4,70,50,34,27,29,95
95,82,12,72,76,64,72
54,35,36,40,56,61,79
47,12,35,48,75,52,23
41,52,38,8,89,13,59
90,94,64,52,51,92,27
1,52,25,86,65,71,10
62,7,45,72,43,96,94
97,28,27,98,87,85,68
31,29,78,83,65,62,1
90,79,37,96,48,60,76
32,40,6,69,78,33,72
17,73,2,62,43,38,36
18,63,11,18,12,76,18
49,94,75,44,75,31,57
29,88,3,16,43,26,96
57,87,14,22,27,14,72
32,10,69,39,49,92,67
4,91,25,77,68,53,41
24,98,23,12,34,37,34
30,73,49,98,68,78,6
81,21,95,93,43,96,98
57,82,93,26,80,77,95
99,71,29,96,66,3,95
28,2,77,71,41,84,8
54,15,20,74,29,44,61
15,91,97,59,58,79,92
61,66,54,43,60,84,23
2,6,17,47,5,7,91
94,69,66,60,65,20,42
83,28,51,58,18,91,74
84,31,69,63,39,23,67
40,75,81,75,29,98,68
87,83,55,65,13,40,73
26,21,73,17,56,72,70
90,57,78,56,71,8,21
26,54,6,10,16,52,39
82,13,76,37,9,33,7
35,52,80,5,83,58,80
94,78,86,65,41,44,47
71,1,64,63,85,91,6
35,78,7,50,90,22,74
50,72,5,67,1,94,9
71,53,98,68,81,26,99
73,39,95,63,38,79,69
77,33,81,38,58,58,76
9,97,7,91,44,41,8
29,47,2,95,85,43,26
72,80,48,22,21,64,8
38,58,19,69,21,43,41
90,82,17,10,58,66,64
38,51,59,29,43,61,33
71,12,67,25,1,91,90
43,23,17,34,86,76,31
99,88,3,10,11,47,51
57,10,63,26,77,60,44
17,2,43,16,63,5,39
77,83,33,80,76,89,23
53,79,23,17,27,47,28
67,97,19,51,94,81,48
51,96,71,36,66,5,89
61,91,45,9,35,37,12
38,80,8,7,23,86,73
57,88,66,29,13,98,98
78,12,64,67,68,63,20
90,61,87,84,46,53,8
18,31,59,73,87,4,14
66,35,79,63,22,17,71
37,20,47,10,50,22,60
79,3,83,68,23,3,42
53,89,71,1,94,42,45
86,85,51,74,63,88,1
93,62,75,1,66,38,79
52,25,28,7,44,61,88
71,34,23,85,3,64,31
43,74,49,79,29,46,83
18,92,39,59,91,44,35
18,6,64,1,2,57,49
88,60,48,79,45,51,49
67,36,55,80,50,29,12
75,72,37,91,90,93,36
71,57,41,75,58,67,2
7,89,60,93,1,24,9
59,20,36,64,54,49,82
7,10,41,32,28,28,43
85,5,78,89,89,55,55
68,77,72,68,59,78,78
51,95,2,56,16,28,89
90,81,23,66,78,43,23
84,68,97,22,75,44,90
58,13,25,75,1,38,81
53,99,78,91,97,57,95
20,18,56,70,3,86,38
77,13,5,60,62,35,99
23,79,89,95,45,91,53
52,93,60,94,95,57,82
8,37,16,71,24,73,5
79,62,95,42,72,58,48
81,64,57,33,13,85,86
52,61,82,39,83,69,38
2,99,88,92,75,3,10
15,47,29,98,30,83,29
73,20,22,67,81,96,39
73,95,91,14,31,36,92
15,32,48,66,58,76,63
61,38,80,35,19,31,15
59,57,26,43,36,89,39
14,44,78,71,91,68,82
56,97,7,54,91,30,50
47,26,6,84,71,58,7
1,39,25,44,46,80,26
24,30,57,30,95,13,77
99,3,73,8,58,70,8
47,14,93,68,24,60,2
40,45,14,72,54,98,93
88,71,14,12,28,35,29
92,67,80,22,78,4,79
46,44,88,93,34,47,58
85,83,26,53,74,6,88
19,73,44,58,46,57,95
27,64,66,73,83,27,45
91,41,31,90,60,91,12
32,56,80,80,32,64,32
67,35,89,60,32,61,88
76,9,92,80,30,31,37
21,9,10,98,98,88,51
6,45,23,9,1,43,52
29,34,11,17,51,77,52
88,52,40,63,11,87,35
52,74,78,47,94,12,20
55,2,66,60,92,70,44
34,18,65,83,32,1,81
88,3,39,16,4,81,41
66,42,55,39,56,85,56
84,60,8,60,88,95,49
38,59,98,17,42,6,22
20,91,98,25,2,71,15
91,7,46,28,5,10,14
87,67,52,56,88,71,7
74,16,41,32,94,29,14
76,5,40,45,3,1,28
90,57,83,86,56,26,34
2,92,43,87,79,71,17
39,85,86,60,30,16,31
97,72,84,85,59,78,25
83,57,7,13,33,34,44
53,67,63,30,19,16,69
81,93,99,51,68,89,60
51,94,69,54,57,4,17
36,12,92,83,63,85,91
3,34,93,54,95,96,81
60,75,10,24,35,41,60
42,7,77,44,4,26,23
72,26,68,87,62,92,27
98,87,81,23,25,87,39
10,64,36,23,11,54,59
15,17,60,90,45,71,35
13,38,86,1,95,57,50
61,82,31,60,25,55,8
89,18,44,81,74,31,41
35,55,25,84,61,40,84
24,31,42,9,25,49,98
44,70,21,51,71,16,92
65,20,89,79,99,52,11
62,54,52,53,28,34,97
54,47,92,13,66,69,68
32,21,60,83,88,86,21
5,67,91,39,70,73,43
35,91,46,58,7,16,69
60,40,72,92,55,25,90
37,84,3,7,15,62,13
15,35,74,74,90,48,23
80,22,29,32,70,81,1
55,36,26,58,33,63,39
18,78,66,85,77,4,49
17,37,58,83,7,39,76
36,26,21,61,72,24,77
10,92,47,9,96,81,96
75,11,76,84,58,72,83
68,94,90,14,62,50,64
99,63,10,83,82,38,23
97,97,27,98,21,90,25
59,59,35,81,2,53,81
64,62,41,57,77,25,82
96,99,1,9,55,81,37
46,47,53,11,96,50,12
69,8,28,53,50,85,12
2,70,5,67,18,50,91
73,32,74,5,64,28,79
47,28,90,37,38,81,96
32,92,50,95,37,1,93
61,3,32,25,32,42,96
20,50,27,30,67,69,59
75,59,94,16,64,73,71
96,57,80,92,22,82,27
31,48,82,64,23,30,58
78,87,99,98,17,32,76
94,31,70,38,67,43,7
96,57,3,49,93,81,22
83,94,17,60,98,28,40
62,55,3,37,72,86,44
96,47,33,7,47,78,41
73,87,45,55,46,59,45
95,64,67,58,92,92,66
21,44,35,45,63,35,22
94,13,85,18,93,69,22
40,29,77,54,83,93,5
2,35,50,76,27,7,2
72,18,99,48,43,50,55
82,57,87,67,25,8,17
17,75,61,83,96,40,24
75,9,79,1,70,76,94
43,39,61,90,55,88,49
97,4,66,22,92,40,47
84,11,99,80,24,72,68
90,71,37,22,89,24,23
48,21,80,31,74,83,36
33,44,35,65,53,19,59
9,78,95,58,42,53,27
61,76,4,65,77,52,51
26,97,8,35,87,10,84
13,6,12,44,48,66,83
41,77,21,4,90,8,63
79,31,94,89,27,46,70
61,82,99,5,7,14,55
74,47,58,40,22,56,98
50,71,47,56,49,10,79
69,13,63,57,47,18,42
75,77,80,78,62,25,68
44,95,71,82,32,62,48
56,17,82,51,18,37,26
97,24,67,71,23,1,45
69,3,98,16,90,70,85
38,90,62,83,98,53,68
24,41,71,75,1,47,33
25,54,22,16,66,20,37
56,45,76,73,68,92,49
47,75,34,18,52,45,98
41,9,75,12,94,8,50
39,45,57,72,64,10,17
67,11,77,90,40,9,16
98,71,64,86,87,73,60
51,15,6,6,57,42,73
31,72,32,1,71,63,5
34,57,82,89,30,54,69
35,54,8,86,54,96,95
8,6,81,88,38,67,75
9,71,95,24,59,4,9
87,28,40,95,43,52,83
71,50,38,85,77,20,14
35,73,7,49,24,67,91
17,36,39,60,42,82,85
59,27,70,88,11,28,29
68,57,99,46,40,99,30
49,74,8,61,17,64,56
31,49,64,43,21,99,95
96,69,48,91,10,25,93
24,47,22,83,11,18,32
54,42,61,95,44,50,58
40,88,87,12,42,97,87
64,39,59,14,49,10,43
69,79,54,85,60,81,60
11,69,39,30,46,18,78
7,17,58,75,71,9,53
91,65,74,42,28,21,74
84,76,60,31,76,83,79
39,45,3,86,91,16,64
76,43,11,71,17,38,40
75,70,83,14,83,30,16
29,91,55,73,11,8,22
5,96,18,90,90,42,37
53,58,69,53,6,17,31
23,69,78,32,43,61,65
1,87,57,42,11,48,83
51,14,72,22,13,29,47
36,57,2,72,86,4,61
19,33,54,39,25,57,54
92,45,83,55,37,15,15
96,40,14,49,3,44,63
22,98,68,57,79,84,11
4,72,49,15,16,38,44
14,14,10,40,98,98,98
39,72,9,3,99,81,71
9,40,97,69,60,40,48
13,7,53,17,24,46,6
18,96,83,11,11,93,25
53,83,65,58,9,44,89
17,63,49,45,45,12,96
64,27,31,38,46,76,25
66,98,42,9,36,9,39
10,61,1,81,95,74,10
12,60,75,41,88,2,27
58,79,28,56,27,10,5
74,43,60,57,50,85,45
16,88,61,61,18,65,82
12,2,72,52,69,65,53
87,79,10,83,24,1,68
5,20,55,32,99,78,92
68,26,90,67,89,5,64
37,91,98,87,1,26,17
80,73,2,14,61,6,73
62,51,76,63,99,20,44
58,19,85,89,1,59,25
72,51,80,53,60,35,54
48,37,54,53,73,8,55
81,43,8,62,45,25,54
50,97,99,11,78,33,3
42,67,71,74,8,86,63
79,94,47,48,7,26,72
70,65,39,35,32,73,27
29,55,36,92,45,15,27
47,32,26,76,21,27,60
61,13,72,42,94,21,8
63,2,85,98,35,93,35
25,18,85,17,60,59,15
72,63,35,39,43,71,58
58,65,94,98,81,49,64
18,90,81,72,33,82,52
66,3,44,60,36,80,64
92,17,22,72,76,27,81
56,15,99,29,98,30,68
99,71,64,73,39,28,77
65,98,28,89,89,14,92
39,40,29,24,22,87,39
64,29,76,53,27,24,78
5,21,99,93,33,31,18
59,38,5,41,15,77,17
42,36,93,40,24,16,46
53,86,54,74,46,38,29
75,6,65,83,2,32,43
20,43,79,32,82,91,25
39,33,91,61,60,71,66
81,56,84,54,33,38,46
39,2,50,15,83,73,60
2,46,6,85,2,76,40
94,72,68,77,43,64,79
8,60,22,12,93,91,54
25,19,95,3,29,59,10
35,71,96,9,66,38,40
47,72,37,88,81,11,14
82,18,3,84,25,2,61
28,67,62,39,52,8,55
30,15,52,38,79,22,90
29,73,21,66,59,75,42
52,31,92,59,6,81,73
61,5,91,40,94,11,73
22,67,70,83,54,74,39
34,77,77,91,51,46,93
26,57,90,7,97,99,12
44,54,3,1,3,60,83
52,65,16,28,13,64,33
62,28,54,84,34,91,92
6,59,19,98,12,19,76
22,15,98,6,40,51,9
66,35,47,49,15,84,90
92,92,76,19,1,75,58
5,59,64,7,9,28,58
26,84,75,65,60,59,28
93,24,25,73,49,7,77
87,60,52,85,9,50,50
84,39,59,62,4,63,14
22,92,64,73,36,66,40
76,2,8,46,45,16,27
39,55,5,9,37,39,95
17,98,6,12,9,45,76
99,10,55,30,27,22,82
98,18,10,31,3,64,92
12,12,26,63,36,76,34
26,97,43,36,86,41,78
31,22,46,38,21,48,45
67,91,77,55,55,80,58
4,4,76,14,84,69,27
13,2,32,27,24,78,75
89,65,12,47,10,94,42
28,59,68,17,27,28,75
95,84,19,96,27,81,8
39,91,69,29,82,66,45
82,27,67,71,32,77,85
56,66,86,18,6,91,6
56,54,23,7,6,98,92
60,5,40,65,99,91,17
76,28,66,4,93,46,52
28,87,1,14,88,98,42
21,22,39,92,1,43,77
99,10,28,62,11,96,22
87,60,17,54,77,68,13
98,95,39,43,72,71,94
63,75,81,6,27,26,45
9,42,27,41,73,91,3
64,42,46,86,91,53,70
80,47,96,50,50,34,41
95,10,10,63,91,87,28
25,40,74,85,29,79,68
36,88,12,47,42,50,5
39,10,72,67,75,3,54
26,35,97,62,92,41,14
93,80,23,99,26,47,20
67,61,48,58,23,17,96
19,11,28,69,60,83,49
31,17,68,6,74,17,11
87,57,72,53,77,36,97
84,26,67,25,91,13,18
77,31,9,54,84,6,34
93,56,69,99,82,79,2
70,41,17,19,79,60,34
54,28,71,12,25,70,11
21,63,41,95,28,96,15
8,13,83,12,76,45,83
52,55,71,26,36,11,26
40,23,34,70,61,97,1
62,46,72,45,27,67,28
79,74,97,1,64,34,37
48,48,16,91,15,99,65
57,85,64,98,67,94,44
66,43,20,71,79,38,97
87,80,38,40,74,94,76
34,2,12,84,86,69,58
69,80,98,40,12,58,98
71,22,72,38,88,36,67
95,37,16,22,8,95,20
34,98,36,14,97,76,24
60,89,10,63,42,53,11
67,66,97,19,70,98,56
61,21,35,30,54,92,43
53,57,28,22,4,78,81
15,63,63,85,94,66,98
49,73,16,74,63,20,29
47,95,56,31,23,39,34
96,20,18,12,66,58,49
95,75,88,49,76,10,65
95,10,88,23,48,75,93
77,64,44,63,4,31,16
75,51,81,11,27,34,14
84,57,55,87,85,74,52
41,2,30,67,49,48,35
67,15,18,18,29,22,48
37,44,24,25,47,20,71
22,3,7,12,98,33,3
54,6,15,11,83,15,16
64,82,55,67,34,41,66
25,40,47,23,7,60,18
22,37,18,3,76,28,85
66,60,79,57,99,55,11
89,51,60,50,32,78,55
38,97,46,44,96,69,45
64,82,70,31,9,16,18
79,82,5,26,41,11,77
57,60,70,80,62,82,49
48,92,12,25,60,16,26
85,48,36,20,93,96,23
55,15,8,38,89,75,93
77,85,59,4,74,93,9
76,24,84,69,76,33,86
84,1,46,15,99,18,25
72,26,88,17,70,2,71
37,3,46,68,18,72,97
54,46,24,57,66,11,34
65,63,53,96,63,75,38
93,88,42,19,95,14,98
3,32,53,59,26,58,25
81,23,92,1,43,87,74
34,10,36,79,1,4,41
23,39,71,84,42,97,59
27,69,80,67,7,99,99
24,64,21,17,16,65,28
40,62,7,57,62,56,1
16,68,52,19,15,14,49
95,57,16,92,70,98,35
17,63,92,79,37,17,68
23,56,15,7,80,99,82
56,48,71,37,49,83,35
26,10,82,83,70,25,46
71,33,55,91,20,41,81
27,65,80,50,88,16,36
95,3,42,5,49,86,5
18,77,80,7,6,39,23
5,74,64,88,83,96,40
59,1,36,2,32,74,89
56,15,78,38,96,92,84
83,71,88,94,32,90,43
26,36,33,94,72,43,49
60,27,98,34,56,45,18
55,41,61,41,5,56,65
2,35,58,90,55,53,97
80,3,78,15,50,92,8
2,12,16,16,28,64,30
28,15,47,99,84,9,27
45,79,53,43,29,23,12
21,87,58,82,33,88,94
61,11,70,86,35,49,73
70,13,57,21,7,35,59
3,66,63,44,63,47,52
52,60,86,71,64,21,83
98,97,88,83,6,27,1
82,27,62,83,51,9,95
95,27,84,80,8,90,29
30,47,45,76,63,3,70
47,65,60,54,16,19,25
71,44,86,29,78,21,54
96,18,81,2,62,21,42
62,67,63,94,2,70,25
57,49,1,21,53,48,9
49,1,48,11,79,25,83
44,85,30,12,30,11,95
77,89,4,9,90,11,99
76,47,69,12,47,63,99
22,58,70,81,7,85,35
83,38,41,56,24,23,34
93,55,66,47,73,49,82
51,48,39,79,89,50,59
7,53,50,99,59,27,39
55,97,64,63,28,92,13
90,36,55,51,59,4,72
46,62,98,88,80,42,23
33,13,30,7,3,26,45
98,54,94,89,39,10,85
91,71,59,85,20,9,67
42,23,58,91,33,93,17
53,71,24,97,41,13,46
12,54,75,68,5,70,46
79,29,54,57,8,40,75
23,2,62,38,50,26,73
18,21,22,5,83,97,22
79,5,29,44,7,45,67
71,63,56,13,74,11,1
52,81,36,90,66,8,74
86,30,21,23,38,32,22
85,67,35,72,15,88,93
21,73,76,89,23,42,90
83,43,78,98,55,68,2
43,33,96,84,81,64,47
57,54,32,68,76,45,65
58,65,39,30,5,12,46
49,18,15,14,56,26,74
82,91,58,47,69,42,27
19,15,68,95,18,13,15
7,62,47,16,60,80,14
25,91,42,68,21,83,31
50,52,22,6,37,5,61
41,37,89,50,96,94,83
12,56,38,70,98,71,50
13,22,58,51,28,56,93
12,73,8,95,69,59,31
96,49,47,89,32,56,22
35,99,41,61,48,43,30
42,14,37,46,32,14,36
73,61,91,43,33,76,43
14,48,54,53,88,44,50
48,31,24,61,27,8,63
85,99,34,99,22,53,76
2,51,74,87,77,66,6
64,17,57,38,78,5,71
81,36,43,16,76,40,20
69,20,82,16,38,25,84
40,83,21,24,34,56,35
82,79,29,81,84,33,66
11,12,51,32,30,88,10
27,35,98,34,97,86,63
68,38,90,11,55,76,89
52,13,26,60,3,58,34
4,59,54,49,36,99,79
74,51,76,44,97,86,51
18,41,28,57,77,54,78
50,27,16,89,54,49,98
56,13,62,25,91,24,76
44,33,39,99,68,34,51
48,22,19,65,16,39,78
7,27,74,25,26,15,15
65,82,98,93,56,90,85
46,81,97,88,24,48,70
42,76,80,76,97,93,4
42,59,2,24,62,89,2
97,1,37,18,54,14,73
82,95,97,33,69,93,84
16,86,8,67,39,41,23
51,78,42,95,72,41,78
47,9,43,53,20,56,61
86,44,35,73,84,85,77
32,55,2,9,37,68,70
47,92,42,67,39,6,15
72,40,20,69,38,77,58
82,21,64,29,98,23,50
51,36,43,6,74,6,62
85,25,42,46,14,91,92
17,58,9,81,57,31,47
6,57,66,65,12,5,59
30,41,57,64,31,78,97
86,57,54,10,7,15,3
68,84,3,7,41,4,91
28,57,76,97,10,57,82
12,28,21,28,88,89,75
69,98,87,14,66,70,53
47,93,72,97,66,91,38
82,23,14,33,5,48,86
33,2,69,55,24,67,97
48,4,72,10,21,9,47
32,43,14,68,96,18,29
65,39,76,75,89,4,38
28,11,62,37,89,64,47
75,90,13,34,62,61,95
73,87,20,70,89,3,51
20,73,23,77,11,47,38
82,91,27,30,2,33,81
91,72,65,66,30,18,52
13,2,26,64,27,18,92
19,27,76,17,27,44,48
52,35,2,67,22,46,37
65,41,35,99,74,6,38
35,54,43,39,83,86,11
95,89,72,44,99,41,98
71,11,47,85,29,94,81
35,97,42,66,14,61,63
18,97,6,55,27,94,93
89,21,65,95,54,69,45
31,5,16,28,2,73,5
5,34,85,32,67,2,25
8,12,27,82,21,40,68
49,36,80,13,17,76,76
95,11,53,21,6,47,48
9,68,63,64,11,81,67
15,38,43,47,31,95,25
46,21,23,64,8,13,55
73,16,82,5,40,68,99
41,44,50,52,68,89,81
10,74,48,13,20,91,75
98,53,48,72,24,99,64
67,35,28,77,32,22,76
2,65,54,1,27,40,71
55,2,65,30,70,95,65
65,66,43,32,1,91,99
49,32,95,66,16,90,40
46,77,81,20,5,79,25
15,44,46,3,99,62,13
77,57,35,97,97,10,85
53,35,3,68,77,32,68
86,86,14,64,71,29,25
26,36,11,76,1,98,5
10,45,44,9,72,8,44
95,30,26,43,85,38,13
9,38,96,42,58,71,92
54,58,36,29,85,2,64
72,20,65,32,12,99,84
80,5,54,62,73,71,42
17,21,69,42,53,98,12
23,9,24,25,89,21,33
29,80,49,56,97,19,66
78,29,70,87,71,12,51
81,13,83,40,21,27,60
64,87,95,7,67,97,98
30,62,25,37,9,97,62
27,81,40,16,21,17,64
11,23,83,13,35,16,42
3,15,57,46,22,56,98
43,32,96,52,2,43,5
71,93,29,16,40,49,98
34,77,79,85,40,34,39
97,21,71,14,93,95,53
60,72,70,61,8,15,48
9,22,23,23,85,7,65
92,22,90,21,36,98,22
18,43,61,27,74,81,39
57,16,55,26,72,96,88
89,75,55,50,29,48,79
23,45,67,58,27,27,71
70,59,80,93,84,89,56
3,37,97,48,82,5,74
91,14,98,23,57,86,65
36,31,10,92,48,75,80
50,65,26,1,15,38,70
11,89,34,60,87,88,58
64,37,84,11,2,27,88
39,15,26,26,81,5,13
30,66,68,23,60,74,59
12,72,30,24,6,30,57
50,78,9,36,32,65,81
88,30,72,68,50,17,34
74,8,5,11,9,18,90
2,9,58,76,74,39,54
35,58,24,28,86,32,86
68,99,62,7,81,37,74
22,40,18,8,47,90,61
57,43,10,55,62,7,51
23,61,44,35,4,84,46
28,46,96,96,63,91,23
1,69,93,62,85,75,91
53,86,63,1,84,97,12
43,11,56,59,30,40,22
47,44,81,87,69,61,85
86,99,71,9,11,73,80
54,87,56,79,49,14,62
2,41,21,60,59,36,42
81,73,93,47,82,91,1
80,56,18,79,2,36,11
91,6,56,63,9,79,40
21,62,1,96,88,92,82
92,57,88,59,84,44,9
95,16,29,24,15,85,45
24,8,35,32,61,48,84
10,1,3,27,96,74,42
8,48,17,56,3,3,47
83,22,67,41,90,91,27
56,91,30,47,48,6,40
83,73,72,63,12,18,73
55,30,65,39,41,3,54
20,19,53,50,16,21,82
85,27,28,95,73,79,58
99,87,53,14,20,39,48
63,91,4,16,72,59,87
24,86,29,39,49,64,9
9,47,37,48,6,13,63
33,68,37,61,76,17,83
80,81,5,15,89,82,70
13,41,81,70,56,80,89
51,39,17,20,52,18,16
21,19,31,86,62,28,56
45,89,67,56,15,68,34
35,72,46,34,29,90,14
7,49,37,33,80,5,65
33,65,49,92,88,19,11
70,2,20,65,20,16,93
68,96,7,2,71,15,88
75,54,6,61,2,57,34
10,63,5,29,80,11,98
25,63,89,79,15,41,45
7,79,26,5,77,7,27
67,35,62,13,29,78,5
71,38,94,29,60,49,70
52,23,92,24,86,60,70
97,77,87,32,74,70,62
49,48,87,66,8,3,3
2,9,38,99,15,12,88
39,71,95,71,96,68,80
77,69,36,99,26,15,21
57,35,26,6,24,57,33
58,15,29,21,78,57,4
9,49,39,34,42,27,78
9,81,10,59,9,39,25
22,9,6,9,47,71,29
51,93,1,76,37,90,97
86,29,41,55,20,87,74
20,56,92,33,54,11,47
17,64,19,3,57,88,7
69,60,32,33,86,24,65
28,68,40,8,18,85,32
3,68,21,82,75,39,8
87,61,62,33,12,98,74
83,30,45,14,52,45,92
38,29,58,57,97,54,36
20,92,36,17,54,92,64
65,90,52,12,5,84,68
78,95,52,96,69,44,72
49,22,54,97,2,80,72
14,45,7,1,8,30,52
28,80,48,76,53,18,56
76,39,7,53,57,21,3
40,4,28,37,10,18,24
83,84,30,98,47,58,68
35,79,87,35,3,44,91
62,77,22,95,31,96,90
2,92,28,20,28,96,74
16,73,32,77,41,99,25
74,7,33,78,56,99,73
91,49,67,11,52,1,66
92,50,60,53,36,12,46
3,8,74,50,79,4,37
53,98,90,39,1,10,22
81,83,10,39,9,13,52
62,1,69,66,86,96,29
49,30,63,18,25,6,8
60,85,95,27,26,41,81
30,28,92,56,78,55,18
4,84,84,87,31,16,68
77,83,76,78,88,31,1
1,74,67,80,3,12,34
52,7,82,45,95,85,20
22,83,97,21,96,84,14
14,86,87,28,45,23,5
96,90,71,89,52,56,41
8,7,60,71,73,91,53
12,50,30,68,37,33,26
42,58,88,95,61,63,82
7,10,36,76,76,34,56
48,7,20,20,18,32,71
85,83,3,49,98,93,3
56,45,75,68,8,93,88
52,89,79,44,69,76,83
22,59,19,25,43,92,50
55,41,84,70,75,15,70
49,58,57,76,35,96,1
17,17,76,7,79,31,16
39,6,6,20,35,53,51
20,54,83,50,65,20,37
30,30,84,15,17,23,16
10,39,58,56,53,63,83
64,14,54,23,62,46,13
36,74,18,33,92,55,34
34,40,77,40,46,85,97
54,76,43,88,34,92,75
26,43,43,15,62,27,94
82,45,55,43,56,55,91
82,2,56,48,18,66,84
87,40,74,99,81,62,93
27,73,20,71,80,59,63
22,15,41,71,50,18,32
70,56,43,16,32,79,6
47,41,74,64,27,71,56
46,99,62,15,20,30,63
69,86,98,89,74,81,75
33,92,15,96,83,25,17
57,10,97,45,45,52,88
45,47,27,18,15,52,77
4,76,54,44,56,75,54
89,4,98,78,99,28,16
33,20,17,51,44,83,75
8,99,88,93,82,8,77
4,37,53,50,29,73,94
21,26,30,1,52,65,96
48,13,97,77,10,82,87
5,25,19,13,53,50,96
97,29,39,71,95,90,58
43,65,74,52,10,88,11
87,43,38,2,63,66,94
97,92,84,73,20,15,75
99,72,75,68,29,79,7
59,11,68,22,64,52,74
80,71,21,67,97,36,94
97,33,70,23,55,8,57
17,83,19,38,79,71,10
7,43,73,56,78,28,49
65,57,26,30,19,40,66
96,52,80,60,99,23,44
31,26,44,18,30,16,3
1,65,1,95,50,13,50
60,23,97,14,84,86,80
9,55,9,46,62,70,62
41,93,60,80,31,87,70
39,85,36,1,12,21,61
36,95,14,37,66,87,45
82,70,24,29,62,68,31
49,6,28,59,33,37,13
83,80,6,98,12,34,76
93,21,49,11,13,46,33
95,6,91,49,45,13,89
25,22,84,41,91,26,66
70,23,42,59,2,86,4
2,13,42,75,12,98,87
43,50,13,20,12,90,14
40,69,58,62,23,77,45
69,32,95,12,7,95,85
32,87,88,90,74,44,43
21,19,6,9,20,63,53
52,73,87,82,37,82,59
1,96,81,55,34,50,80
71,40,80,49,56,8,70
83,48,14,60,47,37,26
8,71,95,16,62,83,1
48,90,27,5,66,99,13
94,54,68,26,60,38,54
20,83,34,39,75,90,83
51,29,20,12,68,21,88
41,7,69,19,2,22,37
15,40,85,40,95,54,7
93,48,49,29,66,64,68
88,51,46,82,11,35,67
42,77,86,68,39,74,2
23,62,67,80,89,28,74
15,48,21,44,63,60,71
11,4,59,15,35,40,13
97,90,81,44,82,38,78
83,44,22,28,11,76,24
19,71,60,49,63,42,70
29,64,40,73,88,15,79
45,72,80,37,41,6,11
79,1,99,46,53,76,32
36,26,7,70,69,68,28
20,17,30,56,4,56,50
2,53,95,85,38,20,16
59,89,48,66,17,26,92
98,26,87,43,24,55,38
3,12,99,65,92,25,73
26,62,29,13,76,82,28
74,7,92,42,80,15,50
59,15,30,69,57,77,55
62,77,68,43,73,21,51
34,33,19,97,35,60,36
6,58,30,60,60,78,29
32,15,10,55,29,45,6
74,61,6,40,46,18,64
34,69,62,61,29,19,69
8,90,29,84,91,64,96
57,35,80,50,50,16,66
94,55,47,16,67,22,99
99,47,10,96,33,50,96
55,52,28,24,47,68,22
70,30,66,74,90,47,23
16,36,22,61,44,31,43
3,99,99,57,41,92,38
62,67,6,81,8,12,98
43,51,24,9,83,54,75
65,49,24,18,43,29,64
69,12,89,49,96,2,48
93,74,9,89,77,36,84
11,64,48,33,57,96,54
20,40,28,12,96,5,84
94,60,86,71,39,1,91
17,30,67,99,96,40,56
43,54,96,87,87,74,93
21,48,19,51,49,44,30
27,50,17,85,15,7,92
10,9,4,93,77,87,27
20,22,61,31,52,3,45
52,59,62,40,48,52,21
5,21,23,63,2,41,89
93,37,95,33,12,39,69
5,98,70,6,64,85,41
5,37,35,68,89,90,62
3,87,57,77,73,22,69
59,67,11,28,96,40,68
50,49,50,23,69,47,66
94,62,20,42,23,1,19
34,84,12,91,28,23,33
53,49,26,11,4,79,20
97,69,88,81,78,95,64
66,52,59,93,24,38,75
2,17,28,14,35,18,72
24,89,50,28,97,35,55
62,83,92,36,68,9,72
30,91,96,24,96,15,83
44,98,3,70,76,79,19
31,53,38,30,94,91,50
24,80,72,23,76,53,89
75,23,98,81,88,46,14
32,36,41,59,18,52,65
